Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
[VIA 57 WEST](https://www.apartments.com/via-57-west-new-york-ny/7tc4rkx/),844-300-4654,"[625 W 57th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/625+W+57th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",697 Sq Ft,"$3,300 - 4,938",,,"Dogs Allowed
Pets Allowed 
* $500 Fee
* 45 lb Weight Limit
* 2 Pet Limit",,,"Garage
1 space. MTP Garage. Call for rate.","* Fitness Center
* Pool
* Bike Storage
* Basketball Court
* Putting Greens
* Gaming Stations
* Media Center/Movie Theatre","* Dishwasher
* Stainless Steel Appliances
* Microwave
* Oven
* Refrigerator","* 2 Baths
* 2 Closets
* 2 Wic
* 3 Baths
* 3 Wic
* 4 Baths
* Air Conditioning
* Balcony
* Caesar-Stone Counters
* Corner Floor-To-Ceiling Window
* Corner Residence
* Courtyard View
* Cove Lighting
* Custom Cabinetry
* Designer Fixtures
* Dining Alcove
* Dining Area
* Dishwasher
* Doorman
* Dressing Area
* Dressing Nook
* Dressing Rooms
* Elevator
* Energy Star Appliances
* Floor to Ceiling Windows
* Floor-To-Ceiling Corner Window
* Floor-To-Ceiling Window
* Floor-To-Ceiling Windows
* Furnished
* Garden Views
* Great Closet Space
* Guest Bath
* Gym
* Hardwood Floors
* Home Office
* Island Kitchen
* Island Kitchen W/ Pantry
* Island Kitchen W/Pantry
* Junior 1 Bed
* Junior 1 Bedroom
* Junior 1Br
* Large Closets
* Large Living Room
* Large Terrace
* Laundry in Unit
* Linen Closet
* Linen Closet in Bath
* Long Living Room
* Microwave
* New Development
* North Exposure
* Oak Floors
* Outdoor Areas
* Parking Available
* Private Outdoor Space
* Private Terrace
* Renovated
* River and City Views
* River Views
* Rvier Views
* Separate Sleeping Area
* Shuttle Service
* Sleeping Alcove
* Sleeping Area
* Solar Shades
* Spaceous Living Room
* Split Bedrooms
* Split Layout
* Terrace
* Thermal Controls
* Water View
* Wic","* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Storage Units","* Hardwood Floors
* Walk-In Closets",13 - 26 Month Leases,* Doorman,"* Built in 2016
* 709 Units/32 Stories","* Elevator
* Business Center
* Lounge
* Multi Use Room
* Storage Space
* Conference Room","* Sundeck
* Courtyard
* Grill
* Balcony
* Deck
* Barbecue Area
* Garden",,
[116 John St](https://www.apartments.com/116-john-st-new-york-ny/v77e9ne/),844-299-1397,"[116 John St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/116+John+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)",593 Sq Ft,"$2,521 - 5,088",,,"Dogs Allowed:
Non-aggressive breeds only 
* 50 lb Weight Limit
* 2 Pet Limit",,,Street,* Fitness Center,"* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen Facilities
* Microwave
* Oven
* Refrigerator
* Freezer
* Breakfast Nook","* Private Outdoor Space
* Renovated","* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Heating
* Smoke Free
* Cable Ready
* Trash Compactor
* Storage Units
* Tub/Shower
* Intercom
* Sprinkler System
* Wheelchair Accessible (Rooms)","* Vaulted Ceiling
* Double Pane Windows",12 - 24 Month Leases,"* Package Service
* Laundry Facilities
* Controlled Access
* Maintenance on site
* On Site Management
* Doorman
* On-Site ATM
* Recycling
* Dry Cleaning Service
* Laundry Service","* Built in 1931
* Renovated in Jun 2012
* 416 Units/36 Stories","* Elevator
* Lounge
* Storage Space","* Rooftop Lounge
* Sundeck
* Balcony",,
[2 Gold St](https://www.apartments.com/2-gold-st-new-york-ny/1e2v5y6/),844-319-7393,"[2 Gold St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2+Gold+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)",624 Sq Ft,"$3,340 - 7,595",,,"Dogs Allowed:
Restrictions Apply 
* 50 lb Weight Limit
* 1 Pet Limit",,,Garage,"* Fitness Center
* Pool
* Playground
* Bike Storage
* Gaming Stations","* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen Facilities
* Microwave
* Oven
* Range
* Refrigerator","* 24-Hour Doorman
* 24HourConcierge
* 24HourDoorman
* ATM in Building
* BicycleStorage
* Billiards
* ChildrensPlayroom
* ClubRoom
* HomeWorkCoWorkingSpace
* LandscapedRoofDeck
* Laundry Room
* LiveInSuper
* Lobby Lounge
* NonSmoking
* Package Room
* ParkingGarage
* PetFriendly
* Pet-Friendly
* ResidentLounge
* Solarium
* SwimmingPool
* Terrace
* Valet
* Water Feature
* WiFi
* YogaRoom","* Wi-Fi
* Air Conditioning
* Heating
* Cable Ready
* Satellite TV
* Entry Alarm System
* Fireplace
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Views
* Double Pane Windows
* Window Coverings","1 Year, 2 Year","* Package Service
* Laundry Facilities
* Day Care
* Maintenance on site
* On Site Management
* Doorman
* Concierge
* 24 Hour Availability
* Dry Cleaning Service
* Laundry Service","* Built in 2005
* 650 Units/51 Stories","* Elevator
* Clubhouse
* Lounge
* Multi Use Room
* Storage Space
* Tanning Salon","* Rooftop Lounge
* Sundeck
* Cabana
* Courtyard
* Balcony
* Patio
* Deck",,
[Windsor Court](https://www.apartments.com/windsor-court-new-york-ny/q3856xz/),844-548-2315,"[155 E 31st St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/155+E+31st+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)",555 - 570 Sq Ft,"$2,975 - 4,875",,,"Dogs and Cats Allowed
Pets Allowed 
* 2 Pet Limit",,,"Surface Lot
Assigned Parking.","* Fitness Center
* Pool","* Dishwasher
* Microwave","* Bamboo Floors
* Bike Storage
* Black Granite Countertops
* Black Granite Countertops/Floors in Kitchen
* Complimentary Health Club Membership
* Custom Window Shades
* Dishwasher
* Doorman
* Duplex
* Elevator
* Full Full Marble Bathroom
* Full Marble Bathroom
* Full Marble Bathrooms
* Full Marble Bathroon
* Garage
* Granite Countertops
* Gray Granite Countertops
* Gray Quartz Countertops
* Grey Quartz Counter Tops
* Hardwood Floors
* Health Club With Pool
* Laundry on Every Floor
* Laundry On Floor
* Lighted Tray Ceiling
* Lounge And Sundeck
* Marble Bathroom
* Marble Bathrooms
* Microwave
* Plank Flooring
* Plank Floors
* Porcelain Tile in Bathroom
* Private Outdoor Space
* Private Park
* Private Terrace
* Quartz Countertops
* Quartz Countertops in Kitchen
* Renovated
* Stainless Steel Appliance
* Stainless Steel Appliances
* Stainless Steel Applicances
* Valet On-Site
* W/Terrace
* White Appliance
* White Appliances
* White Kitchen Appliances
* White Kitchen Cabinets
* White Pantry Cabinets
* White Shaker Style Cabinets
* Wirebrushed Oak Driftwood Plank Wood Flooring
* With Terrace","* High Speed Internet Access
* Air Conditioning",* Hardwood Floors,12 - 14 Month Leases,"* Laundry Facilities
* On Site Management
* Doorman
* 24 Hour Availability","* Built in 1987
* 709 Units/31 Stories","* Elevator
* Business Center",,,
[Biltmore Plaza](https://www.apartments.com/biltmore-plaza-new-york-city-ny/h26j1b1/),844-268-4654,"[155 E 29th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/155+E+29th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)",728 Sq Ft,"$3,355 - 4,690",,,"Dogs and Cats Allowed
Pets Allowed 
* 2 Pet Limit",,,Garage: $450,,"* Dishwasher
* Microwave","* 12x24 Porcelain Tiled Bathroom
* Bamboo Floors
* Black Granite Countertops/Floors in Kitchen
* Dishwasher
* Doorman
* Elevator
* Full Marble Bathroom
* Full Marble Bathrooms
* Garage
* Granite Countertops
* Gray Quartz Countertops
* Grey Quartz Counter Tops
* Hardwood Floors
* Health Club With Pool
* Laundry In Building
* Laundry in Unit
* Microwave
* Plank Flooring
* Porcelain Tile in Bathroom
* Quartz Countertops
* Quartz Countertops in Kitchen
* Renovated
* Stainless Steel Appliance
* Stainless Steel Appliances
* Sundeck
* White Appliance
* White Appliances
* White Kitchen Appliances
* White Kitchen Cabinets
* White Pantry Cabinets
* White Shaker Style Cabinets",,* Hardwood Floors,13 - 14 Month Leases,"* Laundry Facilities
* Doorman","* Built in 1980
* 279 Units/35 Stories",* Elevator,* Sundeck,,
[Henry Hall](https://www.apartments.com/henry-hall-new-york-ny/2hve1y8/),844-284-2158,"[509 W 38th St, New York, NY 10018](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/509+W+38th+St,+New+York,+NY+10018/data=!4m2!4m1!3e2)",643 Sq Ft,"$3,300 - 9,200",,,"Dogs and Cats Allowed:
We welcome up to 2 pets per apartment home. Maximum allowed weight is 50lbs. Please call for complete pet policy information. 
* 50 lb Weight Limit
* 2 Pet Limit",,,"Other
Please call our leasing office for parking information.",* Fitness Center,,"* Accent Walls
* Apartment Finishes Inspired by Ken Fulk
* Apartments Equipped with Bosch Stacked ...
* Bike Room
* Lowdown Lounge
* Music Jam Room
* Onsite Storage
* State of the Art Training Center
* Topside Roofdeck","* Air Conditioning
* Wheelchair Accessible (Rooms)",,"12 months,24 months","* Package Service
* Laundry Facilities
* On Site Management
* Doorman
* Concierge","* Built in 2017
* 225 Units/30 Stories",* Elevator,* Sundeck,,
[The Helena](https://www.apartments.com/the-helena-new-york-ny/6het1tr/),844-298-8389,"[601 W 57th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/601+W+57th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",700 - 755 Sq Ft,"$3,115 - 4,980",,,"Dogs Allowed:
Breed Restrictions may apply Pets Allowed 
* $500 Fee
* 45 lb Weight Limit
* 2 Pet Limit",,,"Garage
Bike Storage","* Fitness Center
* Bike Storage
* Media Center/Movie Theatre","* Dishwasher
* Ice Maker
* Island Kitchen
* Microwave
* Oven
* Refrigerator","* Ample Closet Space
* Atm
* Balcony
* Bay Windows
* Bbq Gril
* Bike Storage
* Billiards Table
* Breathtaking Views
* Bright and Light
* Childrens Playroom
* City Views
* Common Areas
* Corner Floor to Ceiling Windows
* Corner Floor-To-Celing Windows
* Corner Residence
* Corner Unit
* Corner Windows
* Dining Alcove
* Dining Room with Catering Pantry
* Dishwasher
* Double Exposure;
* Dressing Alcove
* Eat-In Kitchen
* Elevator
* En-Suite Bath
* Floor to Ceiling Windows
* Floor-To-Ceiling Corner Window
* Four Closets
* Foyer
* Full-Sized Stainless Appliances
* Full-Time Doorman
* Full-Time Doorman and Concierge
* Garage
* Grand Lobby
* Great Closest Space
* Great Closets
* Gym
* Hardwood Floors
* Health Club
* Home Office
* Large Alcove Studio
* Laundry in Unit
* Laundry On Each Floor
* Laundry On Floor
* Leed Certified Gold
* Live-In Super
* Market On-Site
* Microwave
* North Exposure
* Open City and River Views
* Open Kitchen
* Open Kitchen with Breakfast Bar
* Open U-Shaped Kitchen
* Open Views
* Outdoor Areas
* Oversized Closet Space
* Oversized Living and Dining Area
* Oversized Studio with Home Office
* Partial River Views
* Party Room
* Pass Through Kitchen
* Pass-Through Kitchen
* Penthouse
* Poker Table
* Powder Room
* Private Balcony
* Private Outdoor Space
* Private Shuttle
* Private Terrace
* Renovated
* Resident Events
* River Views
* Roof Garden And Lounge
* Screening Room
* Sho
* Solar Shades
* South Exposure
* South Facing
* Southern Windowed Kitchen
* Spin Room
* Split Layout
* Stainless
* Stainless Steel
* Stainless Steel Appliances
* Storage
* Stunning River and City Views
* Stunning River Views
* Tons of Closets
* Two Walk-In Closets
* Valet
* Valet Services
* Vending Machines
* Very Spacious
* Walk in Shower
* Walk-In Closet
* Wall to Wall Windows
* Water View
* Windowed Bathroom
* Windowed Pass-Through Kitchen
* Wrap Around Windows
* Yoga And Pilates Class","* High Speed Internet Access
* Air Conditioning
* Smoke Free
* Storage Units","* Hardwood Floors
* Walk-In Closets",13 - 26 Month Leases,"* Package Service
* Laundry Facilities
* Maintenance on site
* On Site Management
* Doorman
* Concierge
* Shuttle to Train
* On-Site ATM
* On-Site Retail
* Recycling
* Laundry Service
* Maid Service
* Composting
* Pet Care","* Built in 2003
* 597 Units/38 Stories","* Elevator
* Lounge
* Multi Use Room
* Storage Space
* Conference Room","* Sundeck
* Grill
* Balcony
* Barbecue Area",,
[505 W 37th St](https://www.apartments.com/505-w-37th-st-new-york-ny/nyd9l2m/),844-349-3665,"[505 W 37th St, New York, NY 10018](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/505+W+37th+St,+New+York,+NY+10018/data=!4m2!4m1!3e2)",647 Sq Ft,"$3,475 - 3,754",,,"Dogs Allowed
* 50 lb Weight Limit
* 1 Pet Limit",,,"Garage: $600
1 space; Assigned Parking. Fee dependant on car size.",* Fitness Center,"* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen Facilities
* Microwave
* Oven
* Range
* Refrigerator
* Freezer","* 24-Hour Doorman
* 24HourConcierge
* 24HourDoorman
* ATM in Building
* Balcony
* BicycleStorage
* Billiards
* ClubRoom
* community reading nook
* Floor to Ceiling Windows
* Garden
* grand piano
* High Ceilings
* HomeWorkCoWorkingSpace
* LandscapedRoofDeck
* Laundry Room
* LiveInSuper
* Lobby Lounge
* NonSmoking
* Package Room
* ParkingGarage
* PetFriendly
* Pet-Friendly
* ResidentLounge
* Terrace
* Valet
* Water Feature
* WiFi","* High Speed Internet Access
* Air Conditioning
* Heating
* Ceiling Fans
* Cable Ready
* Entry Alarm System
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Recreation Room
* Views
* Walk-In Closets
* Double Pane Windows
* Window Coverings","1 Year, 2 Year","* Package Service
* Community-Wide WiFi
* Laundry Facilities
* Maintenance on site
* On Site Management
* Doorman
* Concierge","* Built in 2010
* 835 Units/43 Stories","* Elevator
* Clubhouse
* Lounge
* Multi Use Room
* Storage Space","* Sundeck
* Courtyard
* Zen Garden
* Balcony
* Patio
* Garden",,
[VIA 57 WEST](https://www.apartments.com/via-57-west-new-york-ny/7tc4rkx/),844-300-4654,"[625 W 57th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/625+W+57th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)",697 Sq Ft,"$3,300 - 4,938",,,"Dogs Allowed
Pets Allowed 
* $500 Fee
* 45 lb Weight Limit
* 2 Pet Limit",,,"Garage
1 space. MTP Garage. Call for rate.","* Fitness Center
* Pool
* Bike Storage
* Basketball Court
* Putting Greens
* Gaming Stations
* Media Center/Movie Theatre","* Dishwasher
* Stainless Steel Appliances
* Microwave
* Oven
* Refrigerator","* 2 Baths
* 2 Closets
* 2 Wic
* 3 Baths
* 3 Wic
* 4 Baths
* Air Conditioning
* Balcony
* Caesar-Stone Counters
* Corner Floor-To-Ceiling Window
* Corner Residence
* Courtyard View
* Cove Lighting
* Custom Cabinetry
* Designer Fixtures
* Dining Alcove
* Dining Area
* Dishwasher
* Doorman
* Dressing Area
* Dressing Nook
* Dressing Rooms
* Elevator
* Energy Star Appliances
* Floor to Ceiling Windows
* Floor-To-Ceiling Corner Window
* Floor-To-Ceiling Window
* Floor-To-Ceiling Windows
* Furnished
* Garden Views
* Great Closet Space
* Guest Bath
* Gym
* Hardwood Floors
* Home Office
* Island Kitchen
* Island Kitchen W/ Pantry
* Island Kitchen W/Pantry
* Junior 1 Bed
* Junior 1 Bedroom
* Junior 1Br
* Large Closets
* Large Living Room
* Large Terrace
* Laundry in Unit
* Linen Closet
* Linen Closet in Bath
* Long Living Room
* Microwave
* New Development
* North Exposure
* Oak Floors
* Outdoor Areas
* Parking Available
* Private Outdoor Space
* Private Terrace
* Renovated
* River and City Views
* River Views
* Rvier Views
* Separate Sleeping Area
* Shuttle Service
* Sleeping Alcove
* Sleeping Area
* Solar Shades
* Spaceous Living Room
* Split Bedrooms
* Split Layout
* Terrace
* Thermal Controls
* Water View
* Wic","* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Storage Units","* Hardwood Floors
* Walk-In Closets",13 - 26 Month Leases,* Doorman,"* Built in 2016
* 709 Units/32 Stories","* Elevator
* Business Center
* Lounge
* Multi Use Room
* Storage Space
* Conference Room","* Sundeck
* Courtyard
* Grill
* Balcony
* Deck
* Barbecue Area
* Garden",,
[Common Hamilton](https://www.apartments.com/common-hamilton-new-york-ny/1e2c6d6/),631-721-1243,"[468 W 146th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/468+W+146th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)",,"$1,560 - 2,400",,,No Pets Allowed,,,,,"* Dishwasher
* Kitchen Facilities
* Microwave
* Oven
* Refrigerator","* Household Supplies
* Shared Lounge Spaces
* Weekly Cleanings","* Wi-Fi
* Washer/Dryer
* Heating
* Smoke Free","* Basement
* Furnished
* Large Bedrooms",6-12 months,"* Community-Wide WiFi
* Planned Social Activities","* Built in 1910
* 11 Units
* Furnished",,* Garden,,
[One Lincoln Plaza](https://www.apartments.com/one-lincoln-plaza-new-york-ny/c5thyge/),844-223-5833,"[20 W 64th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/20+W+64th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)",,"$14,750",,,Pets Negotiable,,,Street,,"* Dishwasher
* Microwave","* Bamboo Floorings
* Bamboo Floors
* Bike Storage
* Black Granite Countertops
* Black Granite Countertops/Floors in Kitchen
* Dishwasher
* Doorman
* Elevator
* Full Marble Bathrooms
* Garage
* Hardwood Floors
* Health Club
* Health Club with Pool
* Laundry in Unit
* Laundry On Floor
* Marble Bathooms
* Marble Bathrooms
* Microwave
* Porcelain Tile in Bathroom
* Renovated
* Stainless Steel Appliances
* Sundeck
* Valet On-Site",* Washer/Dryer,* Hardwood Floors,12 - 24 Month Leases,"* Laundry Facilities
* Doorman","* Built in 1969
* 671 Units/44 Stories",* Elevator,* Sundeck,,
[160 W 22nd St](https://www.apartments.com/160-w-22nd-st-new-york-ny/5pwbmwn/),929-515-2769,"[160 W 22nd St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/160+W+22nd+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)",595 Sq Ft,Call for Rent,,,,,,Other,,,"* Air Conditioning
* Dishwasher
* Elevator
* Granite Counter Tops
* Hardwood Floors
* Hardwood Floors *
* Heat/Hot Water Included
* Laundry in Building
* Live-In Super
* Microwave
* Patio/Balcony *
* Private Outdoor Space
* Renovated
* Rooftop Patio
* Stainless Steel
* Stainless Steel Appliances *
* Super on Premesis
* Video Telecom to front door *",* High Speed Internet Access,,None,* Laundry Facilities,"* Built in 2000
* 51 Units/13 Stories",* Elevator,,,
[Avalon Bowery Place I](https://www.apartments.com/avalon-bowery-place-i-new-york-ny/d0d8b3k/),844-759-3110,"[11 E 1st St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/11+E+1st+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)",581 Sq Ft,"$3,448 - 8,795",,,"Dogs and Cats Allowed:
cats and dogs Policy: Cats and Dogs allowed. 2 pets per apartment. Breed restrictions. Call for details. 
* $635 Fee
* 2 Pet Limit",,,Surface Lot,"* Fitness Center
* Spa
* Gaming Stations","* Stainless Steel Appliances
* Kitchen Facilities
* Microwave
* Range
* Refrigerator",,"* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Ceiling Fans
* Smoke Free
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Views
* Walk-In Closets
* Window Coverings",1 or 2 years,"* Package Service
* Wi-Fi at Pool and Clubhouse
* On-Site Retail","* Built in 2006
* 296 Units/7 Stories",* Elevator,"* Courtyard
* Grill
* Picnic Area
* Balcony",,
[48 W 68th Street](https://www.apartments.com/48-w-68th-street-new-york-ny/hh407z2/),929-269-0304,"[46-52 W 68th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/46-52+W+68th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)",770 Sq Ft,"$3,174 - 10,206",,,,,,Other,,"* Kitchen Facilities
* Oven
* Range","* Air Conditioner
* Balcony *
* Cable Ready
* Central Park
* Dishwasher
* Gas Range
* Hardwood Floors *
* Large Closets
* Live-In Super
* Microwave
* Refrigerator
* Rooftop Patio
* Stainless Steel Appliances *
* Video Telecom To Front Door *
* Window Coverings","* High Speed Internet Access
* Air Conditioning
* Heating
* Cable Ready
* Tub/Shower",,None,* Laundry Facilities,"* Built in 1986
* 47 Units/11 Stories",* Elevator,,,
