Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
Henry Hall,844-284-2158,"509 W 38th St, New York, NY 10018",643 Sq Ft,"$3,300 - 9,200",,,"Dogs and Cats Allowed:
We welcome up to 2 pets per apartment home. Maximum allowed weight is 50lbs. Please call for complete pet policy information. 
* 50 lb Weight Limit
* 2 Pet Limit",,,"Other
Please call our leasing office for parking information.",* Fitness Center,,"* Accent Walls
* Apartment Finishes Inspired by Ken Fulk
* Apartments Equipped with Bosch Stacked ...
* Bike Room
* Lowdown Lounge
* Music Jam Room
* Onsite Storage
* State of the Art Training Center
* Topside Roofdeck","* Air Conditioning
* Wheelchair Accessible (Rooms)",,"12 months,24 months","* Package Service
* Laundry Facilities
* Doorman
* Concierge","* Built in 2017
* 225 Units/30 Stories","* Elevator
* Library",* Sundeck,[],
Common Hamilton,631-721-1243,"468 W 146th St, New York, NY 10031",,"$1,600 - 2,400",,,No Pets Allowed,,,,,"* Dishwasher
* Kitchen
* Microwave
* Oven
* Refrigerator",,"* Wi-Fi
* Washer/Dryer
* Heating
* Smoke Free","* Basement
* Furnished
* Large Bedrooms",,"* Community-Wide WiFi
* Planned Social Activities","* Built in 1910
* 11 Units
* Furnished",,* Garden,[],
The Helena,844-298-8389,"601 W 57th St, New York, NY 10019",700 - 755 Sq Ft,"$2,723 - 5,718",,,"Dogs Allowed:
Breed Restrictions may apply Pets Allowed 
* $500 Fee
* 45 lb Weight Limit
* 2 Pet Limit",,,"Garage
Bike Storage","* Fitness Center
* Fitness Programs
* Cardio Machines
* Free Weights
* Weight Machines
* Bike Storage
* Media Center/Movie Theatre","* Dishwasher
* Ice Maker
* Island Kitchen
* Microwave
* Oven
* Refrigerator","* Ample Closet Space
* Atm
* Balcony
* Bay Windows
* Bbq Gril
* Bike Storage
* Billiards Table
* Breathtaking Views
* Bright and Light
* Childrens Playroom
* City Views
* Common Areas
* Corner Floor to Ceiling Windows
* Corner Floor-To-Celing Windows
* Corner Residence
* Corner Unit
* Corner Windows
* Dining Alcove
* Dining Room with Catering Pantry
* Dishwasher
* Double Exposure;
* Dressing Alcove
* Eat-In Kitchen
* Elevator
* En-Suite Bath
* Floor to Ceiling Windows
* Floor-To-Ceiling Corner Window
* Four Closets
* Foyer
* Full-Sized Stainless Appliances
* Full-Time Doorman
* Full-Time Doorman and Concierge
* Garage
* Grand Lobby
* Great Closest Space
* Great Closets
* Gym
* Hardwood Floors
* Health Club
* Home Office
* Large Alcove Studio
* Laundry in Unit
* Laundry On Each Floor
* Laundry On Floor
* Leed Certified Gold
* Live-In Super
* Market On-Site
* Microwave
* North Exposure
* Open City and River Views
* Open Kitchen
* Open Kitchen with Breakfast Bar
* Open U-Shaped Kitchen
* Open Views
* Outdoor Areas
* Oversized Closet Space
* Oversized Living and Dining Area
* Oversized Studio with Home Office
* Partial River Views
* Partial Water View
* Party Room
* Pass Through Kitchen
* Pass-Through Kitchen
* Penthouse
* Poker Table
* Powder Room
* Private Balcony
* Private Outdoor Space
* Private Shuttle
* Private Terrace
* Renovated
* Resident Events
* River and City Views
* River Views
* Roof Garden And Lounge
* Screening Room
* Sho
* Solar Shades
* South Exposure
* South Facing
* Southern Windowed Kitchen
* Spin Room
* Split Layout
* Stainless
* Stainless Steel
* Stainless Steel Appliances
* Storage
* Stunning River and City Views
* Stunning River Views
* Tons of Closets
* Two Closets
* Two Walk-In Closets
* Valet
* Valet Services
* Vending Machines
* Very Spacious
* Walk in Shower
* Walk-In Closet
* Wall to Wall Windows
* Water View
* Windowed Bathroom
* Windowed Pass-Through Kitchen
* Wrap Around Windows
* Yoga And Pilates Class","* High Speed Internet Access
* Air Conditioning
* Smoke Free
* Storage Units","* Hardwood Floors
* Walk-In Closets",13 - 26 Month Leases,"* Package Service
* Laundry Facilities
* Maintenance on site
* Property Manager on Site
* Doorman
* Concierge
* Shuttle to Train
* On-Site ATM
* On-Site Retail
* Recycling
* Laundry Service
* Maid Service
* Composting
* LEED Rating
* Energy Star Certified
* Pet Care","* Built in 2003
* 597 Units/38 Stories","* Elevator
* Lounge
* Multi Use Room
* Storage Space
* Conference Room","* Sundeck
* Grill
* Balcony
* Barbecue Area",[],
505 W 37th St,844-349-3665,"505 W 37th St, New York, NY 10018",668 Sq Ft,"$2,819 - 3,754",,,"Dogs Allowed
* 50 lb Weight Limit
* 1 Pet Limit",,,"Garage: $600
1 space; Assigned Parking. Fee dependant on car size.","* Fitness Center
* Cardio Machines
* Free Weights
* Weight Machines","* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen
* Microwave
* Oven
* Range
* Refrigerator
* Freezer","* 24-Hour Doorman
* 24HourConcierge
* 24HourDoorman
* ATM in Building
* BicycleStorage
* Billiards
* ClubRoom
* community reading nook
* Garden
* grand piano
* High Ceilings
* HomeWorkCoWorkingSpace
* LandscapedRoofDeck
* Laundry Room
* LiveInSuper
* Lobby Lounge
* NonSmoking
* Package Room
* ParkingGarage
* PetFriendly
* Pet-Friendly
* ResidentLounge
* Terrace
* Valet
* Water Feature
* WiFi","* High Speed Internet Access
* Air Conditioning
* Heating
* Ceiling Fans
* Cable Ready
* Alarm
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Recreation Room
* Views
* Walk-In Closets
* Double Pane Windows
* Window Coverings","1 Year, 2 Year","* Package Service
* Community-Wide WiFi
* Laundry Facilities
* Maintenance on site
* Property Manager on Site
* Doorman
* Concierge","* Built in 2010
* 835 Units/43 Stories","* Elevator
* Clubhouse
* Lounge
* Multi Use Room
* Storage Space","* Sundeck
* Courtyard
* Zen Garden
* Balcony
* Patio
* Garden",[],
VIA 57 WEST,844-300-4654,"625 W 57th St, New York, NY 10019",697 Sq Ft,"$2,857 - 8,500",,,"Dogs Allowed
Pets Allowed 
* $500 Fee
* 45 lb Weight Limit
* 2 Pet Limit",,,"Garage
1 space. MTP Garage. Call for rate.","* Fitness Center
* Health Club Facility
* Cardio Machines
* Free Weights
* Weight Machines
* Pool
* Bike Storage
* Basketball Court
* Putting Greens
* Gameroom
* Media Center/Movie Theatre","* Dishwasher
* Stainless Steel Appliances
* Microwave
* Oven
* Refrigerator","* 2 Bath
* 2 Baths
* 2 Closets
* 2 Wic
* 3 Baths
* 3 Wic
* 4 Baths
* Air Conditioning
* Balcony
* Caesar-Stone Counters
* Corner Floor-To-Ceiling Window
* Corner Residence
* Corner Unit
* Courtyard View
* Cove Lighting
* Custom Cabinetry
* Designer Fixtures
* Dining Alcove
* Dining Area
* Direct Water View
* Dishwasher
* Doorman
* Dressing Area
* Dressing Nook
* Dressing Rooms
* Elevator
* Energy Star Appliances
* Floor to Ceiling Windows
* Floor-To-Ceiling Corner Window
* Floor-To-Ceiling Window
* Floor-To-Ceiling Windows
* Garden Views
* Great Closet Space
* Guest Bath
* Gym
* Hardwood Floors
* Huge Terraces
* Huge Wic
* Island Kitchen
* Island Kitchen W/Pantry
* Junior 1 Bedroom
* Junior 1Br
* Large Closets
* Large Living Room
* Large Terrace
* Laundry in Unit
* Linen Closet
* Linen Closet in Bath
* Long Living Room
* Microwave
* New Development
* North Exposure
* Oak Floors
* Outdoor Areas
* Pantry
* Parking Available
* Partial River Views
* Private Outdoor Space
* Private Terrace
* Renovated
* River and City Views
* River View
* River Views
* Rvier Views
* Separate Sleeping Area
* Shuttle Service
* Sleeping Area
* Solar Shades
* Spaceous Living Room
* Split Bedrooms
* Split Layout
* Studio
* Terrace
* Thermal Controls
* Water View
* Wic
* Windowed Island Kitchen","* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Storage Units","* Hardwood Floors
* Walk-In Closets",13 - 26 Month Leases,* Doorman,"* Built in 2016
* 709 Units/32 Stories","* Elevator
* Business Center
* Lounge
* Multi Use Room
* Storage Space
* Conference Room
* Library","* Sundeck
* Courtyard
* Grill
* Balcony
* Deck
* Barbecue/Grill
* Garden",[],
116 John St,844-299-1397,"116 John St, New York, NY 10038",593 Sq Ft,"$3,071 - 5,088",,,"Dogs Allowed:
Non-aggressive breeds only 
* 50 lb Weight Limit
* 2 Pet Limit",,,Street,"* Fitness Center
* Cardio Machines
* Weight Machines","* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen
* Microwave
* Oven
* Refrigerator
* Freezer
* Breakfast Nook","* Private Outdoor Space
* Renovated","* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Heating
* Smoke Free
* Cable Ready
* Trash Compactor
* Storage Units
* Tub/Shower
* Intercom
* Sprinkler System
* Wheelchair Accessible (Rooms)","* Vaulted Ceiling
* Double Pane Windows",12 - 24 Month Leases,"* Package Service
* Laundry Facilities
* Controlled Access
* Maintenance on site
* Property Manager on Site
* Doorman
* On-Site ATM
* Recycling
* Dry Cleaning Service
* Laundry Service","* Built in 1931
* Renovated in Jun 2012
* 416 Units/36 Stories","* Elevator
* Lounge
* Storage Space","* Rooftop Lounge
* Sundeck
* Balcony",[],
2 Gold St,844-319-7393,"2 Gold St, New York, NY 10038",624 Sq Ft,"$3,120 - 7,600",,,"Dogs Allowed:
Restrictions Apply 
* 50 lb Weight Limit
* 1 Pet Limit",,,Garage,"* Fitness Center
* Cardio Machines
* Pool
* Playground
* Bike Storage
* Gameroom","* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen
* Microwave
* Oven
* Range
* Refrigerator","* 24-Hour Doorman
* 24HourConcierge
* 24HourDoorman
* ATM in Building
* BicycleStorage
* Billiards
* ChildrensPlayroom
* ClubRoom
* HomeWorkCoWorkingSpace
* LandscapedRoofDeck
* Laundry Room
* LiveInSuper
* Lobby Lounge
* NonSmoking
* Package Room
* ParkingGarage
* PetFriendly
* Pet-Friendly
* ResidentLounge
* Solarium
* SwimmingPool
* Terrace
* Valet
* Water Feature
* WiFi
* YogaRoom","* Wi-Fi
* Air Conditioning
* Heating
* Cable Ready
* Satellite TV
* Alarm
* Fireplace
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Views
* Double Pane Windows
* Window Coverings","1 Year, 2 Year","* Package Service
* Laundry Facilities
* Day Care
* Maintenance on site
* Property Manager on Site
* Doorman
* Concierge
* 24 Hour Availability
* Dry Cleaning Service
* Laundry Service","* Built in 2005
* 650 Units/51 Stories","* Elevator
* Clubhouse
* Lounge
* Multi Use Room
* Storage Space
* Tanning Salon","* Rooftop Lounge
* Sundeck
* Cabana
* Courtyard
* Balcony
* Patio
* Deck",[],
James Marquis,844-205-4964,"101 W 90th St, New York, NY 10024",676 - 873 Sq Ft,"$2,395 - 6,495",,,"Dogs Allowed:
No aggressive breeds allowed. 
* $25 Monthly Pet Rent
* 50 lb Weight Limit
* 2 Pet Limit",,,Garage,,"* Dishwasher
* Granite Countertops
* Range
* Refrigerator",,"* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Heating
* Smoke Free
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Bay Window
* Views
* Walk-In Closets",12 months,"* Package Service
* Laundry Facilities
* Maintenance on site
* Property Manager on Site
* Doorman
* Concierge
* On-Site Retail
* Laundry Service","* Built in 1986
* 201 Units/22 Stories","* Elevator
* Lounge","* Courtyard
* Grill
* Picnic Area
* Balcony",[],
48 W 68th Street,929-269-0304,"46-52 W 68th St, New York, NY 10023",848 Sq Ft,Call for Rent,,,,,,Other,,"* Kitchen
* Oven
* Range","* Air Conditioner
* Balcony *
* Cable Ready
* Central Park
* Dishwasher
* Gas Range
* Hardwood Floors *
* Large Closets
* Live-In Super
* Microwave
* Refrigerator
* Rooftop Patio
* Stainless Steel Appliances *
* Video Telecom To Front Door *
* Window Coverings","* High Speed Internet Access
* Air Conditioning
* Heating
* Cable Ready
* Tub/Shower",,None,* Laundry Facilities,"* Built in 1986
* 47 Units/11 Stories",* Elevator,,[],
Instrata at Mercedes House,855-579-8960,"550 W 54th St, New York, NY 10019",628 Sq Ft,"$4,480 - 7,980",,,"Dogs Allowed:
Breed 
* 100 lb Weight Limit
* 2 Pet Limit",,,"Covered: $525
173 spaces; Assigned Parking.",,"* Dishwasher
* Disposal
* Microwave","* Balcony
* Basketball Court
* Bocce Court
* Bosch Washers & Dryers
* CaesarStone Countertops
* Cafe & Juice Bar
* Custom Built Master Bedroom Closets
* Custom Cabinets
* Custom Overhead Lighting Fixtures
* Dishwasher
* Floor to Ceiling Windows
* Full Spa
* Full-Time Doorman
* Gleason
* Hardwood Floors
* High Ceilings
* Indoor lap pool & Hot Tub
* Kitchen Island
* Laundry in Unit
* Media Room
* Microwave
* Movement Studio
* Nemo Glass Shower
* Outdoor Pool
* Overhead Lighting
* Parking Available
* Personal Trainers
* Pets Allowed
* Poolside Cabanas
* Private Garage
* Private Outdoor Space
* Private Roof Cabanas
* Private Terrace
* Private Terraces
* Pro Shop
* Relaxation Area with Fireplace
* Renovated
* Resident Lounge
* Spin Studio
* Stainless Steel Fixtures
* State-of-the-Art Fitness Club
* Steam Room & Sauna
* Terrace
* Viking, Sub-zero, and Bosch appliances
* Water View
* Wide-Plank Oak Flooring
* Wireless Cafe
* Wrapped Lacquer Kitchen Island
* Yoga Studio","* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Cable Ready
* Tub/Shower","* Hardwood Floors
* Tile Floors
* Walk-In Closets
* Window Coverings",,,"* Built in 2011
* 162 Units/32 Stories",,,[],
332-334 E 18 Street,929-425-2531,"332 E 18th St, New York, NY 10003",,Call for Rent,,,,,,Other,,,"* Cable Ready
* Dishwasher
* Exposed Brick
* Hardwood Floors
* Hardwood Floors *
* Heat/Hot Water Included
* High Ceilings
* Laundry in Unit
* Microwave
* Refrigerator
* Stainless Steel Appliances *
* Video Telecom To Front Door *
* Washer/Dryer
* Washer/Dryer Allowed
* Window Coverings
* Window Units",* High Speed Internet Access,,None,* Laundry Facilities,"* Built in 1910
* 24 Units/6 Stories",,,[],
Kips Bay Court,844-896-9803,"490 2nd Ave, New York, NY 10016",670 - 762 Sq Ft,"$3,145 - 8,095",,,"Dogs Allowed
Pets Allowed 
* 50 lb Weight Limit
* 2 Pet Limit",,,"Surface Lot, Covered and Other","* Fitness Center
* Fitness Programs
* Playground
* Basketball Court
* Tennis Court","* Dishwasher
* Ice Maker
* Microwave
* Range
* Refrigerator","* 2 Playgrounds
* 24 Hour Attended Lobby
* Activity Court
* Air Conditioner
* Amazing views
* Ample Closet Space
* BIKE STORAGE
* Cable Ready
* Carpeting
* Ceiling Fan
* Dishwasher
* Disposal
* Doorman
* Efficient Appliances
* Electronic Thermostat
* Elevator
* Extra Storage
* Gas Range
* Granite Countertops
* Gym
* Hardwood Floors
* Health Club
* High Ceilings
* LANDSCAPED COURTYARDS
* Landscaped Grounds
* Laundry in Building
* Live in Superintendent
* Maid Service
* Maintenance Shop
* Media Room
* Microwave
* Off Street Parking
* On-Site Gym
* On-Site Management Office
* Outdoor terraces available
* Package Room
* Parking Available
* Personal Trainers
* Pets welcome
* PICNIC AREA WITH GRILL
* Private Outdoor Space
* Recreation Areas
* Recycling
* Refrigerator
* Renovated
* Select units fit king-sized beds
* Spacious closets
* Tailoring
* Terrace
* Upgraded appliances
* Valet Dry Cleaning
* Video Security System
* Wash & Fold Laundry Services
* Window Coverings","* High Speed Internet Access
* Air Conditioning
* Heating
* Cable Ready","* Hardwood Floors
* Vinyl Flooring
* Window Coverings",None,"* Package Service
* Laundry Facilities
* Controlled Access
* Maintenance on site
* Property Manager on Site
* Doorman
* Bilingual
* Courtesy Patrol
* On-Site Retail
* Recycling
* Renters Insurance Program
* Online Services
* Planned Social Activities","* Built in 1975
* 894 Units/28 Stories","* Elevator
* Clubhouse
* Disposal Chutes","* Gated
* Sundeck
* Courtyard
* Picnic Area
* Balcony
* Barbecue/Grill",[],
The Alyn,845-459-3491,"152 E 87th St, New York, NY 10128",883 Sq Ft,"$6,000 - 35,000",,,,,,"Covered
1 space.","* Fitness Center
* Fitness Programs
* Cardio Machines
* Free Weights
* Weight Machines
* Playground","* Dishwasher
* Kitchen
* Microwave
* Oven
* Refrigerator","* Expansive Open Kitchen Layouts
* Full Complement Of Staff Members
* Italian Glass-Front Cabinetry
* Miele Kitchen Appliances
* Stone Counters
* Two-Story Gym
* Virtual Concierge Service From LIVunLtd
* Wide Board Oak Floors","* Washer/Dryer
* Air Conditioning
* Heating
* Storage Units",* Hardwood Floors,,"* Maintenance on site
* Doorman
* Concierge
* 24 Hour Availability","* Built in 2019
* 56 Units/19 Stories","* Elevator
* Lounge",* Barbecue/Grill,[],
The Alabama,844-289-4261,"15 E 11th St, New York, NY 10003",651 Sq Ft,"$2,338 - 7,506",,,No Pets Allowed,,,Other,"* Fitness Center
* Health Club Facility
* Cardio Machines
* Free Weights","* Dishwasher
* Granite Countertops
* Kitchen
* Microwave
* Oven
* Range
* Refrigerator
* Freezer","* Coffee Bar
* Fully Furnished Units
* In-Unit Kitchens
* Private Bathrooms
* Private Bedrooms
* Private Study Rooms
* Study Lounges
* Variety of Unit Mixes Available","* High Speed Internet Access
* Wi-Fi
* Air Conditioning
* Heating
* Cable Ready
* Trash Compactor
* Tub/Shower
* Sprinkler System","* Tile Floors
* Vinyl Flooring
* Vaulted Ceiling
* Views
* Furnished
* Window Coverings
* Accent Walls","2, 6, 10, and 12 Months","* Package Service
* Community-Wide WiFi
* Laundry Facilities
* Controlled Access
* Maintenance on site
* Property Manager on Site
* Doorman
* Bilingual
* Furnished Units Available
* Recycling
* Renters Insurance Program
* Online Services
* Planned Social Activities","* Built in 1903
* 189 Units/10 Stories
* Furnished","* Elevator
* Business Center
* Lounge
* Coffee Bar
* Conference Room",,[],
AVA High Line,844-310-6087,"525 W 28th St, New York, NY 10001",589 - 601 Sq Ft,"$3,340 - 6,205",,,"Dogs and Cats Allowed:
Non-Refundable pet fee: $600 per unit. Pet friendly regardless of size, plus a Pet Wash for our furry residents. 
* $600 Fee
* 2 Pet Limit",,,"Garage
1 space; Assigned Parking. 3rd party company on property",* Fitness Center,"* Dishwasher
* Disposal
* Microwave",,"* High Speed Internet Access
* Washer/Dryer
* Air Conditioning
* Wheelchair Accessible (Rooms)",* Walk-In Closets,12 months,"* Package Service
* Laundry Facilities
* Controlled Access
* Maintenance on site
* Property Manager on Site
* Concierge","* Built in 2013
* 405 Units/31 Stories",* Elevator,,[],
Avalon Morningside Park,855-522-3805,"1 Morningside Dr, New York, NY 10025",674 Sq Ft,"$2,960 - 6,625",,,"Dogs and Cats Allowed:
cats and dogs Policy: Cats and Dogs accepted. Dogs: breed and weight restrictions apply. 
* $635 Fee
* 2 Pet Limit",,,Surface Lot,"* Fitness Center
* Playground
* Gameroom","* Dishwasher
* Disposal
* Granite Countertops
* Stainless Steel Appliances
* Eat-in Kitchen
* Microwave","* Beautiful Hardwood Floors Throughout
* Children's Playroom
* Concierge Service with Package Acceptance
* ENERGY STAR (R)  appliances
* Garage Parking with Valet
* Gourmet Kitchens many with breakfasts bars
* On-site Resident and Bike Storage
* Spacious Bathrooms with Marble Vanities
* State of the Art Fitness Center w/ Cardio Theater
* Terraces in Select Homes
* Walking Distance to Subway Lines 1 and C
* Washer and Dryer in Each Home","* High Speed Internet Access
* Wi-Fi
* Washer/Dryer
* Air Conditioning
* Smoke Free
* Cable Ready
* Storage Units
* Wheelchair Accessible (Rooms)","* Hardwood Floors
* Tile Floors
* Views
* Walk-In Closets
* Window Coverings",,"* Package Service
* Laundry Facilities
* Controlled Access
* Bilingual
* Concierge
* Recycling
* Public Transportation
* Freeway Access","* Built in 2009
* 295 Units/18 Stories","* Elevator
* Clubhouse","* Courtyard
* Balcony",[],
