Option Name,Address
[169 Manhattan Ave Unit 2F](https://www.apartments.com/169-manhattan-ave-new-york-ny-unit-2f/vl5yrhf/),"[169 Manhattan Ave, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/169+Manhattan+Ave,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[174 W 137th St Unit 15](https://www.apartments.com/174-w-137th-st-new-york-city-ny-unit-15/qpm78zz/),"[174 W 137th St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/174+W+137th+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[97 Battery Pl Unit 23G](https://www.apartments.com/97-battery-pl-new-york-ny-unit-23g/5sy6e9p/),"[97 Battery Pl, New York, NY 10280](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/97+Battery+Pl,+New+York,+NY+10280/data=!4m2!4m1!3e2)"
[242 Central Park S Unit 17F](https://www.apartments.com/242-central-park-s-new-york-ny-unit-17f/dy76bmh/),"[242 Central Park S, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/242+Central+Park+S,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[2918 Frederick Douglass Blvd Unit 1](https://www.apartments.com/2918-frederick-douglass-blvd-new-york-ny-unit-1/4y98l9k/),"[2918 Frederick Douglass Blvd, New York, NY 10039](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2918+Frederick+Douglass+Blvd,+New+York,+NY+10039/data=!4m2!4m1!3e2)"
[582 St Nicholas Ave Unit 308](https://www.apartments.com/582-st-nicholas-ave-new-york-city-ny-unit-308/yz24k2t/),"[582 St Nicholas Ave, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/582+St+Nicholas+Ave,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[2546 Adam Clayton Powell Jr Blvd Unit 1](https://www.apartments.com/2546-adam-clayton-powell-jr-blvd-new-york-ny-unit-1/43h69qj/),"[2546 Adam Clayton Powell Jr Blvd, New York, NY 10039](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2546+Adam+Clayton+Powell+Jr+Blvd,+New+York,+NY+10039/data=!4m2!4m1!3e2)"
[582 St Nicholas Ave Unit 2](https://www.apartments.com/582-st-nicholas-ave-new-york-city-ny-unit-2/805kt01/),"[582 St Nicholas Ave, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/582+St+Nicholas+Ave,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[19 E 72nd St](https://www.apartments.com/19-e-72nd-st-new-york-ny/s2pzw44/),"[19 E 72nd St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/19+E+72nd+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[260 Riverside Dr Unit 10h](https://www.apartments.com/260-riverside-dr-new-york-ny-unit-10h/9qg0wg5/),"[260 Riverside Dr, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/260+Riverside+Dr,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[200 South End Ave Unit 27F](https://www.apartments.com/200-south-end-ave-new-york-ny-unit-27f/2dwfqq8/),"[200 South End Ave, New York, NY 10280](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/200+South+End+Ave,+New+York,+NY+10280/data=!4m2!4m1!3e2)"
[10 West St](https://www.apartments.com/10-west-st-new-york-ny/szv33g6/),"[10 West St, New York, NY 10004](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+West+St,+New+York,+NY+10004/data=!4m2!4m1!3e2)"
[200 South End Ave Unit 26H](https://www.apartments.com/200-south-end-ave-new-york-ny-unit-26h/19v3dh7/),"[200 South End Ave, New York, NY 10280](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/200+South+End+Ave,+New+York,+NY+10280/data=!4m2!4m1!3e2)"
[290 South End Ave Unit 27F](https://www.apartments.com/290-south-end-ave-new-york-ny-unit-27f/xhcslfm/),"[290 South End Ave, New York, NY 10280](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/290+South+End+Ave,+New+York,+NY+10280/data=!4m2!4m1!3e2)"
[40 River Terrace Unit 1708](https://www.apartments.com/40-river-terrace-new-york-ny-unit-1708/6phc4fv/),"[40 River Terrace, New York, NY 10282](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/40+River+Terrace,+New+York,+NY+10282/data=!4m2!4m1!3e2)"
[77 W 84th St](https://www.apartments.com/77-w-84th-st-new-york-ny/j1vqzb5/),"[77 W 84th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/77+W+84th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[2009 5th Ave](https://www.apartments.com/2009-5th-ave-new-york-ny/eylrgem/),"[2009 5th Ave, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2009+5th+Ave,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[37 Marble Hill Ave](https://www.apartments.com/37-marble-hill-ave-new-york-ny/n80q7mq/),"[37 Marble Hill Ave, New York, NY 10463](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/37+Marble+Hill+Ave,+New+York,+NY+10463/data=!4m2!4m1!3e2)"
[132 Greene St Unit 4P](https://www.apartments.com/132-greene-st-new-york-ny-unit-4p/7bpfshw/),"[132 Greene St, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/132+Greene+St,+New+York,+NY+10012/data=!4m2!4m1!3e2)"
[146 Attorney St Unit 4a](https://www.apartments.com/146-attorney-st-new-york-ny-unit-4a/4fgxzfj/),"[146 Attorney St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/146+Attorney+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[1427 York Ave Unit 4F](https://www.apartments.com/1427-york-ave-new-york-city-ny-unit-4f/3s0hxgd/),"[1427 York Ave, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1427+York+Ave,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[582 St Nicholas Ave Unit 507](https://www.apartments.com/582-st-nicholas-ave-new-york-city-ny-unit-507/pkcvc1v/),"[582 St Nicholas Ave, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/582+St+Nicholas+Ave,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[171 E 115th St Unit 6](https://www.apartments.com/171-e-115th-st-new-york-ny-unit-6/qk5vxxz/),"[171 E 115th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/171+E+115th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[406 E 120th St Unit 1](https://www.apartments.com/406-e-120th-st-new-york-ny-unit-1/s3ce686/),"[406 E 120th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/406+E+120th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[3 W 122nd St Unit 3A](https://www.apartments.com/3-w-122nd-st-new-york-ny-unit-3a/b8ts8zb/),"[3 W 122nd St, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/3+W+122nd+St,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[48 W 72nd St Unit 2B](https://www.apartments.com/48-w-72nd-st-new-york-ny-unit-2b/p0h7nmv/),"[48 W 72nd St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/48+W+72nd+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[417 W 42nd St Unit 21](https://www.apartments.com/417-w-42nd-st-new-york-ny-unit-21/p62phhv/),"[417 W 42nd St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/417+W+42nd+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[99 John St Unit 9](https://www.apartments.com/99-john-st-new-york-ny-unit-9/z4w3j0z/),"[99 John St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/99+John+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[600 Greenwich St Unit 2](https://www.apartments.com/600-greenwich-st-new-york-ny-unit-2/j4whs75/),"[600 Greenwich St, New York, NY 10014](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/600+Greenwich+St,+New+York,+NY+10014/data=!4m2!4m1!3e2)"
[2 West St Unit 7](https://www.apartments.com/2-west-st-new-york-ny-unit-7/gjje96w/),"[2 West St, New York, NY 10004](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2+West+St,+New+York,+NY+10004/data=!4m2!4m1!3e2)"
[90 Horatio St Unit 6S](https://www.apartments.com/90-horatio-st-new-york-ny-unit-6s/tq1bjd8/),"[90 Horatio St, New York, NY 10014](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/90+Horatio+St,+New+York,+NY+10014/data=!4m2!4m1!3e2)"
[169 Manhattan Ave Unit 2F](https://www.apartments.com/169-manhattan-ave-new-york-ny-unit-2f/t07dej8/),"[169 Manhattan Ave, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/169+Manhattan+Ave,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[250 W 100th St Unit 1508](https://www.apartments.com/250-w-100th-st-new-york-ny-unit-1508/pny5q8r/),"[250 W 100th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/250+W+100th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[317 W 74th St Unit 3](https://www.apartments.com/317-w-74th-st-new-york-ny-unit-3/9qgesl7/),"[317 W 74th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/317+W+74th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[784 Columbus Ave Unit 6l](https://www.apartments.com/784-columbus-ave-new-york-city-ny-unit-6l/vfn4vkf/),"[784 Columbus Ave, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/784+Columbus+Ave,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[324 W 84th St Unit 34](https://www.apartments.com/324-w-84th-st-new-york-ny-unit-34/z1fwrgw/),"[324 W 84th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/324+W+84th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[334 W 88th St Unit 5](https://www.apartments.com/334-w-88th-st-new-york-ny-unit-5/gjlwfzw/),"[334 W 88th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/334+W+88th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[77 Irving Pl Unit 3](https://www.apartments.com/77-irving-pl-new-york-ny-unit-3/86jbck0/),"[77 Irving Pl, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/77+Irving+Pl,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[535 E 87th St Unit 4B](https://www.apartments.com/535-e-87th-st-new-york-ny-unit-4b/bnh46qc/),"[535 E 87th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/535+E+87th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[184 E 93rd St Unit 4](https://www.apartments.com/184-e-93rd-st-new-york-ny-unit-4/7ezsk8w/),"[184 E 93rd St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/184+E+93rd+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[304 W 90th St Unit 3C](https://www.apartments.com/304-w-90th-st-new-york-ny-unit-3c/kwwped8/),"[304 W 90th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/304+W+90th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[247 E 72nd St Unit 5FE](https://www.apartments.com/247-e-72nd-st-new-york-ny-unit-5fe/vpg2ynf/),"[247 E 72nd St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/247+E+72nd+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[334 E 93rd St Unit 7](https://www.apartments.com/334-e-93rd-st-new-york-ny-unit-7/e8vxxdp/),"[334 E 93rd St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/334+E+93rd+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[422 E 81st St Unit 3D](https://www.apartments.com/422-e-81st-st-new-york-ny-unit-3d/5mh9qtm/),"[422 E 81st St, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/422+E+81st+St,+New+York,+NY+10028/data=!4m2!4m1!3e2)"
[1685 1st Avenue Unit 20](https://www.apartments.com/1685-1st-avenue-new-york-ny-unit-20/q8xkc4y/),"[1685 1st Avenue, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1685+1st+Avenue,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[237 E 22nd St Unit 1G](https://www.apartments.com/237-e-22nd-st-new-york-ny-unit-1g/jndrlm5/),"[237 E 22nd St, New York, NY 10010](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/237+E+22nd+St,+New+York,+NY+10010/data=!4m2!4m1!3e2)"
[401 E 22nd St Unit 3J](https://www.apartments.com/401-e-22nd-st-new-york-ny-unit-3j/kejp868/),"[401 E 22nd St, New York, NY 10010](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/401+E+22nd+St,+New+York,+NY+10010/data=!4m2!4m1!3e2)"
[159 E 99th St Unit 1D](https://www.apartments.com/159-e-99th-st-new-york-ny-unit-1d/e5d0x7p/),"[159 E 99th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/159+E+99th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[427 E 73rd St Unit 4F](https://www.apartments.com/427-e-73rd-st-new-york-ny-unit-4f/bxpg719/),"[427 E 73rd St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/427+E+73rd+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[492 E 74th St Unit 5A](https://www.apartments.com/492-e-74th-st-new-york-ny-unit-5a/fe2tnqr/),"[492 E 74th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/492+E+74th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[315 W 74th St](https://www.apartments.com/315-w-74th-st-new-york-ny/3ylgj3g/),"[315 W 74th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/315+W+74th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[8 W 75th St Unit 2B](https://www.apartments.com/8-w-75th-st-new-york-ny-unit-2b/qb1vndw/),"[8 W 75th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/8+W+75th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[222 E 87th St Unit 2C](https://www.apartments.com/222-e-87th-st-new-york-ny-unit-2c/8b66cq2/),"[222 E 87th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/222+E+87th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[308 W 30th St Unit 5e](https://www.apartments.com/308-w-30th-st-new-york-ny-unit-5e/5g402yp/),"[308 W 30th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/308+W+30th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[337 E 90th St Unit 5D](https://www.apartments.com/337-e-90th-st-new-york-ny-unit-5d/4ff3cpj/),"[337 E 90th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/337+E+90th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[448 W 54th St Unit 5C](https://www.apartments.com/448-w-54th-st-new-york-ny-unit-5c/edm9xwm/),"[448 W 54th St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/448+W+54th+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[505 W 22nd St Unit 5W](https://www.apartments.com/505-w-22nd-st-new-york-ny-unit-5w/2039dwc/),"[505 W 22nd St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/505+W+22nd+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[11 E 117th St Unit 3](https://www.apartments.com/11-e-117th-st-new-york-ny-unit-3/zrb3fwx/),"[11 E 117th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/11+E+117th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[200 W 88th St Unit 2C](https://www.apartments.com/200-w-88th-st-new-york-ny-unit-2c/4l3zmxl/),"[200 W 88th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/200+W+88th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[299 E 11th St Unit 3C](https://www.apartments.com/299-e-11th-st-new-york-ny-unit-3c/r8q66h0/),"[299 E 11th St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/299+E+11th+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[402 W 148th St Unit 44](https://www.apartments.com/402-w-148th-st-new-york-ny-unit-44/db6z1zl/),"[402 W 148th St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/402+W+148th+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[610 W 143rd St Unit 3D](https://www.apartments.com/610-w-143rd-st-new-york-ny-unit-3d/wfmg5lh/),"[610 W 143rd St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/610+W+143rd+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[53 Hamilton Terrace Unit 36](https://www.apartments.com/53-hamilton-terrace-new-york-city-ny-unit-36/xnl5snq/),"[53 Hamilton Terrace, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/53+Hamilton+Terrace,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[419 W 129th St Unit 30](https://www.apartments.com/419-w-129th-st-new-york-ny-unit-30/pe9l7wr/),"[419 W 129th St, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/419+W+129th+St,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[647 W 172nd St Unit 1BR31](https://www.apartments.com/647-w-172nd-st-new-york-ny-unit-1br31/95krtw5/),"[647 W 172nd St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/647+W+172nd+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[336 E 30th St Unit 1R3BR](https://www.apartments.com/336-e-30th-st-new-york-ny-unit-1r3br/gmrh2fw/),"[336 E 30th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/336+E+30th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[346 3rd Ave Unit 18c](https://www.apartments.com/346-3rd-ave-new-york-ny-unit-18c/dg7833j/),"[346 3rd Ave, New York, NY 10010](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/346+3rd+Ave,+New+York,+NY+10010/data=!4m2!4m1!3e2)"
[346 3rd Ave Unit 4f](https://www.apartments.com/346-3rd-ave-new-york-ny-unit-4f/jmcg846/),"[346 3rd Ave, New York, NY 10010](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/346+3rd+Ave,+New+York,+NY+10010/data=!4m2!4m1!3e2)"
[212 Grand St Unit 2A2BR](https://www.apartments.com/212-grand-st-new-york-ny-unit-2a2br/fqwc0rt/),"[212 Grand St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/212+Grand+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[269 W 85th St Unit PHA](https://www.apartments.com/269-w-85th-st-new-york-ny-unit-pha/9nz1vc6/),"[269 W 85th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/269+W+85th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[529 Broome St Unit 33](https://www.apartments.com/529-broome-st-new-york-ny-unit-33/sflbgw4/),"[529 Broome St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/529+Broome+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[4 St Nicholas Terrace Unit 7-4BR](https://www.apartments.com/4-st-nicholas-terrace-new-york-ny-unit-7-4br/6qd4tyr/),"[4 St Nicholas Terrace, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/4+St+Nicholas+Terrace,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[602 W 142nd St Unit 21](https://www.apartments.com/602-w-142nd-st-new-york-ny-unit-21/lt0brwf/),"[602 W 142nd St, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/602+W+142nd+St,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[130 Fort Washington Ave Unit 1D](https://www.apartments.com/130-fort-washington-ave-new-york-city-ny-unit-1d/mkqnm8h/),"[130 Fort Washington Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/130+Fort+Washington+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[2149 2nd Ave Unit 2BR](https://www.apartments.com/2149-2nd-ave-new-york-ny-unit-2br/ehxrcgp/),"[2149 2nd Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2149+2nd+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[276 Riverside Dr Unit 2R](https://www.apartments.com/276-riverside-dr-new-york-ny-unit-2r/ywq5xrs/),"[276 Riverside Dr, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/276+Riverside+Dr,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[531 E 78th St Unit 3E](https://www.apartments.com/531-e-78th-st-new-york-ny-unit-3e/wpe3q6k/),"[531 E 78th St, New York, NY 10075](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/531+E+78th+St,+New+York,+NY+10075/data=!4m2!4m1!3e2)"
[530 E 89th St Unit 5M](https://www.apartments.com/530-e-89th-st-new-york-ny-unit-5m/y4vnp6s/),"[530 E 89th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/530+E+89th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[115 W 130th St Unit 3](https://www.apartments.com/115-w-130th-st-new-york-ny-unit-3/xc4cvfm/),"[115 W 130th St, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/115+W+130th+St,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[587 W 177th St Unit 53](https://www.apartments.com/587-w-177th-st-new-york-ny-unit-53/yt6p3xs/),"[587 W 177th St, New York, NY 10033](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/587+W+177th+St,+New+York,+NY+10033/data=!4m2!4m1!3e2)"
[3 E 66th St Unit 4](https://www.apartments.com/3-e-66th-st-new-york-ny-unit-4/ws4pd2h/),"[3 E 66th St, New York, NY 10065](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/3+E+66th+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)"
[169 W 228th St Unit 3A](https://www.apartments.com/169-w-228th-st-new-york-ny-unit-3a/scqvbq7/),"[169 W 228th St, New York, NY 10463](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/169+W+228th+St,+New+York,+NY+10463/data=!4m2!4m1!3e2)"
[424 E 116th St Unit 10029](https://www.apartments.com/424-e-116th-st-new-york-ny-unit-10029/wy4nltj/),"[424 E 116th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/424+E+116th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[201 E 116th St Unit 4](https://www.apartments.com/201-e-116th-st-new-york-ny-unit-4/gerq1tx/),"[201 E 116th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/201+E+116th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[115 E 116th St Unit 4A](https://www.apartments.com/115-e-116th-st-new-york-ny-unit-4a/fqwj4cs/),"[115 E 116th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/115+E+116th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[24 Ludlow St Unit 2](https://www.apartments.com/24-ludlow-st-new-york-ny-unit-2/1yj75m6/),"[24 Ludlow St, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/24+Ludlow+St,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[110 Horatio St](https://www.apartments.com/110-horatio-st-new-york-ny/dglxflk/),"[110 Horatio St, New York, NY 10014](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/110+Horatio+St,+New+York,+NY+10014/data=!4m2!4m1!3e2)"
[65 Wall St Unit 11A](https://www.apartments.com/65-wall-st-new-york-ny-unit-11a/xfppvcp/),"[65 Wall St, New York, NY 10005](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/65+Wall+St,+New+York,+NY+10005/data=!4m2!4m1!3e2)"
[75 West St Unit 1105](https://www.apartments.com/75-west-st-new-york-ny-unit-1105/rk2n4l3/),"[75 West St, New York, NY 10006](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/75+West+St,+New+York,+NY+10006/data=!4m2!4m1!3e2)"
[35 Wall St](https://www.apartments.com/35-wall-st-new-york-ny/327hkpd/),"[35 Wall St, New York, NY 10005](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/35+Wall+St,+New+York,+NY+10005/data=!4m2!4m1!3e2)"
[117 W 13th St Unit 35](https://www.apartments.com/117-w-13th-st-new-york-ny-unit-35/c1m1ppd/),"[117 W 13th St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/117+W+13th+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[28 W 47th St Unit 3](https://www.apartments.com/28-w-47th-st-new-york-ny-unit-3/becxbpb/),"[28 W 47th St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/28+W+47th+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[636 Edgecombe Ave Unit 1k](https://www.apartments.com/636-edgecombe-ave-new-york-ny-unit-1k/13knb16/),"[636 Edgecombe Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/636+Edgecombe+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
